clf_name,out_rate,R_out_count,P_out_count,P_nor_count,AUC,AP,#VALUE!
Feature Bagging,0.211666667,1270,1270,4730,0.451149473,0.77245822,1
Feature Bagging,0.210333333,1262,1262,4738,0.44408729,0.771646441,1
Feature Bagging,0.200666667,1204,1204,4796,0.426432326,0.776604624,1
Feature Bagging,0.206,1236,1236,4764,0.439566979,0.774850597,1
Feature Bagging,0.207,1242,1241,4759,0.448275775,0.776477289,0.999194847
Feature Bagging,0.2035,1221,1221,4779,0.446287582,0.779565651,1
Feature Bagging,0.211166667,1267,1267,4733,0.442694504,0.77032771,1
Feature Bagging,0.211666667,1270,1270,4730,0.450150655,0.772142554,1
Feature Bagging,0.200666667,1204,1204,4796,0.479944527,0.792964341,1
Feature Bagging,0.215333333,1292,1292,4708,0.448603392,0.767788172,1
Feature Bagging,0.213666667,1282,1282,4718,0.448456107,0.769498386,1
Feature Bagging,0.206666667,1240,1240,4760,0.416508539,0.767146482,1
Feature Bagging,0.2095,1257,1257,4743,0.502847306,0.791444507,1
Feature Bagging,0.213,1278,1278,4722,0.440238778,0.767612457,1
Feature Bagging,0.215166667,1291,1291,4709,0.457176042,0.770709585,1
Feature Bagging,0.206666667,1240,1240,4760,0.451070751,0.777697903,1
Feature Bagging,0.200166667,1201,1200,4800,0.440037466,0.781209453,0.999167361
Feature Bagging,0.211166667,1267,1267,4733,0.484217265,0.783619735,1
Feature Bagging,0.205166667,1231,1231,4769,0.467008617,0.784256568,1
Feature Bagging,0.207666667,1246,1246,4754,0.518864236,0.798602609,1
Feature Bagging,0.2125,1275,1275,4725,0.446747588,0.770189303,1
Feature Bagging,0.215166667,1291,1291,4709,0.501095435,0.785203528,1
Feature Bagging,0.215666667,1294,1294,4706,0.47730248,0.776750404,1
Feature Bagging,0.206833333,1241,1241,4759,0.494066884,0.791225996,1
Feature Bagging,0.210333333,1262,1262,4738,0.467668424,0.779111538,1
Feature Bagging,0.197166667,1183,1183,4817,0.502501618,0.803626279,1
Feature Bagging,0.209333333,1256,1254,4746,0.459467406,0.777537181,0.998407643
Feature Bagging,0.214666667,1288,1288,4712,0.478996404,0.778332872,1
Feature Bagging,0.218333333,1310,1310,4690,0.450674653,0.765294473,1
Feature Bagging,0.220166667,1321,1320,4680,0.467665212,0.76893268,0.999242998
